Protein	Protein	Input
SLC9A3R1	ADRB2	1
STAT4	ADRB2	1
TSHR	ADRB2	1
VDAC2	ADRB2	1
WNK1	ADRB2	1
UCHL5	ADRM1	1
CREB3	ADTRP	1
TMED8	ADTRP	1
MDFI	AEBP2	1
PICK1	AEBP2	1
THAP1	AEBP2	1
AAMP	AEN	1
AES	AEN	1
EMD	AEN	1
EXOSC8	AEN	1
GNPTAB	AEN	1
HAP1	AEN	1
KHDRBS2	AEN	1
LZTS2	AEN	1
MBNL1	AEN	1
MID2	AEN	1
MTUS2	AEN	1
PDE4DIP	AEN	1
PHC2	AEN	1
RBMY1F	AEN	1
RPGRIP1	AEN	1
SSX2IP	AEN	1
SYT6	AEN	1
TRIM41	AEN	1
ZBTB43	AEN	1
ZBTB8A	AEN	1
ZFP64	AEN	1
ZNF317	AEN	1
ZNF408	AEN	1
ZNF473	AEN	1
AES	AES	1
AKAP8L	AES	1
BIRC7	AES	1
CCNK	AES	1
CSNK2A1	AES	1
CSTF2	AES	1
DMRT3	AES	1
EFHC1	AES	1
EXOSC5	AES	1
EYA2	AES	1
FAM214B	AES	1
GATA1	AES	1
GPATCH2L	AES	1
GRN	AES	1
GYS1	AES	1
HDAC4	AES	1
HOXC8	AES	1
KDM1A	AES	1
KRT31	AES	1
L3MBTL2	AES	1
MAPK1	AES	1
MAPRE3	AES	1
MLH1	AES	1
MYH7B	AES	1
NCDN	AES	1
NDUFB7	AES	1
NUTF2	AES	1
PATZ1	AES	1
PCSK5	AES	1
PICK1	AES	1
PITX1	AES	1
PRDM6	AES	1
PSMB1	AES	1
SMARCB1	AES	1
SMARCD1	AES	1
SNRPA	AES	1
SPG21	AES	1
TFAP2D	AES	1
TOX3	AES	1
TRAF1	AES	1
TRIB3	AES	1
TRIP6	AES	1
TRMT2A	AES	1
TTC23	AES	1
U2AF2	AES	1
USP2	AES	1
VGLL1	AES	1
VIM	AES	1
YPEL3	AES	1
ZMYND12	AES	1
ZRANB1	AES	1
MLH1	AF165138.7	1
GADD45G	AFAP1L1	1
FN1	AFDN	1
NECTIN1	AFDN	1
NECTIN2	AFDN	1
PFN1	AFDN	1
RAP1A	AFDN	1
RAP1GAP	AFDN	1
SSX2IP	AFDN	1
ARFIP1	AFF1	1
CCNT1	AFF1	1
MLLT1	AFF1	1
AP2B1	AFF4	1
DDIT4L	AFMID	1
MED18	AFMID	1
RSPH14	AGAP1	1
CDC42	AGAP2	1
EPB41L1	AGAP2	1
RHOA	AGAP2	1
HSPB1	AGAP3	1
HSPB1	AGAP4	1
HSPB1	AGAP5	1
CEP70	AGBL2	1
NDUFB7	AGBL2	1
C3orf52	AGER	1
CMTM7	AGER	1
GRB2	AGER	1
S100B	AGER	1
TTR	AGER	1
POLE2	AGFG1	1
VAMP7	AGFG1	1
VCAM1	AGFG1	1
DHX15	AGGF1	1
FBXO28	AGGF1	1
AQP6	AGMO	1
AGO1	AGO2	1
DDX6	AGO2	1
DICER1	AGO2	1
TNRC6B	AGO2	1
MEOX2	AGPAT1	1
AQP6	AGPAT3	1
BNIP2	AGPAT3	1
CREB3	AGPAT3	1
CREB3L1	AGPAT3	1
MFSD14B	AGPAT3	1
MPP1	AGPAT3	1
NKAPD1	AGPAT3	1
SLC10A1	AGPAT3	1
SLC35C2	AGPAT3	1
SREK1IP1	AGPAT3	1
TMEM14B	AGPAT3	1
UBQLN1	AGPAT5	1
AES	AGR2	1
BORCS8-MEF2B	AGR2	1
CPNE6	AGR2	1
DCAF11	AGR2	1
EPHB6	AGR2	1
GABPB1	AGR2	1
GUCA1A	AGR2	1
HCK	AGR2	1
HSD3B7	AGR2	1
KRT31	AGR2	1
LGALS14	AGR2	1
MBD3	AGR2	1
MYL6	AGR2	1
NDUFB2	AGR2	1
NRF1	AGR2	1
POU6F2	AGR2	1
PSMB1	AGR2	1
RBFOX1	AGR2	1
SGTA	AGR2	1
TFAP2D	AGR2	1
THOC1	AGR2	1
TYK2	AGR2	1
UBE2I	AGR2	1
AP1B1	AGR3	1
CD46	AGR3	1
CGRRF1	AGR3	1
CNNM3	AGR3	1
DESI1	AGR3	1
EDA2R	AGR3	1
ERLIN1	AGR3	1
FXYD3	AGR3	1
MMGT1	AGR3	1
NRM	AGR3	1
PDZK1IP1	AGR3	1
SDC3	AGR3	1
SGTA	AGR3	1
SPINT1	AGR3	1
TIMMDC1	AGR3	1
TMEM14B	AGR3	1
UBQLN1	AGR3	1
WDYHV1	AGR3	1
ATXN7	AGRN	1
BOLL	AGRN	1
CACNA1A	AGRN	1
MAGED1	AGRN	1
TEPSIN	AGRN	1
PDE6H	AGTR1	1
MTUS1	AGTR2	1
TIMP3	AGTR2	1
ACSF2	AGTRAP	1
AGTRAP	AGTRAP	1
ALDH18A1	AGTRAP	1
ANKS6	AGTRAP	1
APOA4	AGTRAP	1
AQP6	AGTRAP	1
ARAF	AGTRAP	1
ARFIP2	AGTRAP	1
ARHGAP1	AGTRAP	1
ATP5F1E	AGTRAP	1
BCL2L13	AGTRAP	1
BPIFA2	AGTRAP	1
C12orf10	AGTRAP	1
CAPNS1	AGTRAP	1
CCDC70	AGTRAP	1
CD160	AGTRAP	1
CD79A	AGTRAP	1
CELA3A	AGTRAP	1
COQ8A	AGTRAP	1
CPLX4	AGTRAP	1
CRCT1	AGTRAP	1
CYB5R3	AGTRAP	1
DDA1	AGTRAP	1
DDX55	AGTRAP	1
DNAJC1	AGTRAP	1
ECPAS	AGTRAP	1
ERGIC3	AGTRAP	1
FAM160A2	AGTRAP	1
FAM209A	AGTRAP	1
FAM96A	AGTRAP	1
FARS2	AGTRAP	1
FASTKD3	AGTRAP	1
FATE1	AGTRAP	1
FFAR2	AGTRAP	1
FGA	AGTRAP	1
FNDC9	AGTRAP	1
GABARAPL2	AGTRAP	1
GAD1	AGTRAP	1
GAD2	AGTRAP	1
GDNF	AGTRAP	1
GPR152	AGTRAP	1
GPX8	AGTRAP	1
GTF2H1	AGTRAP	1
GTF3C1	AGTRAP	1
HARS2	AGTRAP	1
HIBADH	AGTRAP	1
HSCB	AGTRAP	1
HSD17B13	AGTRAP	1
HSFX1	AGTRAP	1
HSPA4	AGTRAP	1
IL7R	AGTRAP	1
ISCU	AGTRAP	1
KCNK5	AGTRAP	1
LMO2	AGTRAP	1
LNX1	AGTRAP	1
LRRC4C	AGTRAP	1
LRRC59	AGTRAP	1
MCEE	AGTRAP	1
MGST3	AGTRAP	1
MIEF1	AGTRAP	1
MIEF2	AGTRAP	1
MMD	AGTRAP	1
MRPL11	AGTRAP	1
MRRF	AGTRAP	1
MTERF3	AGTRAP	1
MUTYH	AGTRAP	1
NDRG4	AGTRAP	1
NFU1	AGTRAP	1
NFYB	AGTRAP	1
NKG7	AGTRAP	1
PBX3	AGTRAP	1
PCTP	AGTRAP	1
PCYT1A	AGTRAP	1
PDHX	AGTRAP	1
PIMREG	AGTRAP	1
PITPNC1	AGTRAP	1
PNPO	AGTRAP	1
POLDIP2	AGTRAP	1
PPIF	AGTRAP	1
PRPF18	AGTRAP	1
PTPN9	AGTRAP	1
RAB30	AGTRAP	1
RBFA	AGTRAP	1
RETREG3	AGTRAP	1
RMDN2	AGTRAP	1
S100B	AGTRAP	1
SCAND1	AGTRAP	1
SENP2	AGTRAP	1
SH3GLB1	AGTRAP	1
SLC18A1	AGTRAP	1
SLC7A14	AGTRAP	1
SMG9	AGTRAP	1
SNX1	AGTRAP	1
SPG21	AGTRAP	1
SSX3	AGTRAP	1
SSX5	AGTRAP	1
STAR	AGTRAP	1
STARD4	AGTRAP	1
STMN4	AGTRAP	1
STX1A	AGTRAP	1
SUCLA2	AGTRAP	1
SYT16	AGTRAP	1
TBRG4	AGTRAP	1
TCEA2	AGTRAP	1
TCEANC2	AGTRAP	1
TFAM	AGTRAP	1
THAP4	AGTRAP	1
TMEM14B	AGTRAP	1
TPD52L3	AGTRAP	1
TTPA	AGTRAP	1
TUBA1B	AGTRAP	1
TXN2	AGTRAP	1
UBE2I	AGTRAP	1
YARS2	AGTRAP	1
ZFYVE21	AGTRAP	1
AGXT	AGXT	1
AL365205.1	AGXT	1
BATF3	AGXT	1
C11orf1	AGXT	1
C7orf43	AGXT	1
CHIC2	AGXT	1
EFS	AGXT	1
FAM168B	AGXT	1
FHL5	AGXT	1
FOSB	AGXT	1
HOXA1	AGXT	1
KRT31	AGXT	1
KRT34	AGXT	1
KRT37	AGXT	1
LPXN	AGXT	1
MDFI	AGXT	1
OIP5	AGXT	1
PLA2G10	AGXT	1
PRDM6	AGXT	1
SPRYD7	AGXT	1
TTC19	AGXT	1
NUP107	AHCTF1	1
NUP133	AHCTF1	1
NUP160	AHCTF1	1
NUP37	AHCTF1	1
NUP43	AHCTF1	1
NUP85	AHCTF1	1
NUP98	AHCTF1	1
SEH1L	AHCTF1	1
AHCY	AHCY	1
APPBP2	AHCY	1
AHCYL1	AHCYL1	1
BID	AHCYL1	1
CDKN2C	AHCYL1	1
GEM	AHCYL1	1
HBQ1	AHCYL1	1
HEXIM2	AHCYL1	1
JOSD2	AHCYL1	1
MEOX2	AHCYL1	1
PPL	AHCYL1	1
PRDM6	AHCYL1	1
PSMD9	AHCYL1	1
RNF6	AHCYL1	1
SOX30	AHCYL1	1
UACA	AHCYL1	1
AHNAK	AHNAK	1
FN1	AHNAK	1
MEOX2	AHNAK	1
ABLIM2	AHNAK2	1
ASGR1	AHNAK2	1
C17orf62	AHNAK2	1
C3orf52	AHNAK2	1
CTSA	AHNAK2	1
CYB5B	AHNAK2	1
GABARAPL1	AHNAK2	1
GABARAPL2	AHNAK2	1
IGFBP5	AHNAK2	1
PRAP1	AHNAK2	1
TSPO2	AHNAK2	1
UBIAD1	AHNAK2	1
VAMP3	AHNAK2	1
ZFPL1	AHNAK2	1
EP300	AHR	1
NCOA1	AHR	1
HSP90AA1	AHSA1	1
MEOX2	AHSA2P	1
FKBP1A	AHSP	1
PSMB1	AHSP	1
UBE3A	AHSP	1
VPS9D1	AHSP	1
ZC3H12A	AHSP	1
ZNF20	AHSP	1
DNAJA2	AICDA	1
AIDA	AIDA	1
DDIT4L	AIDA	1
DDX41	AIDA	1
EMSY	AIDA	1
FAM118A	AIDA	1
LNX1	AIDA	1
PLEKHF2	AIDA	1
LHX3	AIF1L	1
AIFM1	AIFM1	1
EIF3G	AIFM1	1
MLH1	AIFM1	1
PRNP	AIFM3	1
APOL2	AIG1	1
AQP6	AIG1	1
AQP9	AIG1	1
BCL2L13	AIG1	1
BIK	AIG1	1
CD53	AIG1	1
CISD2	AIG1	1
CYB5R3	AIG1	1
ERGIC3	AIG1	1
FAM209A	AIG1	1
GOLM1	AIG1	1
HIBADH	AIG1	1
IER3IP1	AIG1	1
LYVE1	AIG1	1
SAR1A	AIG1	1
SLC7A14	AIG1	1
STX1A	AIG1	1
TMEM106C	AIG1	1
VAMP3	AIG1	1
VAPB	AIG1	1
ANP32B	AIM2	1
APPBP2	AIM2	1
PYCARD	AIM2	1
RNF4	AIM2	1
AIMP2	AIMP1	1
HOMER1	AIMP1	1
OPTN	AIMP1	1
RARS	AIMP1	1
TSNAX	AIMP1	1
GYS1	AIMP2	1
KARS	AIMP2	1
KRT31	AIMP2	1
LMO3	AIMP2	1
LNX1	AIMP2	1
NECAB2	AIMP2	1
RABEP1	AIMP2	1
TFIP11	AIMP2	1
AHR	AIP	1
NUB1	AIPL1	1
SMAP1	AIPL1	1
AIRE	AIRE	1
CREBBP	AIRE	1
LGALS14	AJUBA	1
PIN1	AJUBA	1
SLC1A2	AJUBA	1
TEKT3	AJUBA	1
TFAP4	AJUBA	1
TSG101	AJUBA	1
ZNF541	AJUBA	1
APPBP2	AK3	1
FBLN1	AK3	1
CCDC102B	AK8	1
CDK18	AK8	1
DPY30	AK8	1
HAUS1	AK8	1
MAP3K7CL	AK8	1
MID1IP1	AK8	1
RBM39	AK8	1
SMG9	AK8	1
SYT17	AK8	1
UBE2Z	AK8	1
ZMAT2	AK8	1
ROPN1	AKAIN1	1
PRKAR1A	AKAP1	1
PRKAR2A	AKAP1	1
PRKAR2B	AKAP10	1
PRKAR2B	AKAP11	1
FHL1	AKAP12	1
CTNNAL1	AKAP13	1
ESR1	AKAP13	1
MAP1LC3A	AKAP13	1
YWHAG	AKAP13	1
DPY30	AKAP14	1
PRKAR2A	AKAP14	1
PRKAR2B	AKAP14	1
ROPN1	AKAP14	1
ROPN1L	AKAP14	1
ANKRD36B	AKAP17A	1
CALCOCO2	AKAP17A	1
CCDC85B	AKAP17A	1
CEP70	AKAP17A	1
DVL3	AKAP17A	1
HMGXB4	AKAP17A	1
MDFI	AKAP17A	1
NINL	AKAP17A	1
RNF4	AKAP17A	1
SDCBP2	AKAP17A	1
SRRM4	AKAP17A	1
THAP1	AKAP17A	1
TRAF1	AKAP17A	1
UBE2I	AKAP17A	1
ZRANB2	AKAP17A	1
PRKAR2A	AKAP2	1
BRAP	AKAP3	1
ROPN1	AKAP3	1
AKAP3	AKAP4	1
PRKAR1A	AKAP4	1
PPP3CA	AKAP5	1
PRKAR1A	AKAP5	1
PRKAR2B	AKAP5	1
ROPN1	AKAP5	1
ROPN1L	AKAP5	1
OPTN	AKAP6	1
CEP76	AKAP7	1
PRKAR1A	AKAP7	1
PRKAR2A	AKAP7	1
PRKAR2B	AKAP7	1
ROPN1	AKAP7	1
SPA17	AKAP7	1
MCM2	AKAP8	1
FAM214B	AKAP8L	1
TFAP2D	AKAP8L	1
BLZF1	AKAP9	1
GLIS2	AKAP9	1
GPC4	AKAP9	1
HNRNPM	AKAP9	1
KDM1A	AKAP9	1
PKN1	AKAP9	1
RSRC2	AKAP9	1
SNRPB	AKAP9	1
THOC1	AKAP9	1
TRIP10	AKAP9	1
TSG101	AKAP9	1
VPS9D1	AKAP9	1
WAC	AKAP9	1
FHL2	AKIP1	1
PRKACA	AKIP1	1
GOPC	AKIRIN1	1
AKIRIN2	AKIRIN2	1
HSD17B14	AKIRIN2	1
LNX1	AKIRIN2	1
MESD	AKIRIN2	1
SORBS3	AKIRIN2	1
SPG21	AKIRIN2	1
MESD	AKNAD1	1
TRAF2	AKR1B15	1
FN1	AKR1C1	1
PTPN3	AKR1C1	1
MAGEA11	AKR1C3	1
AKR7A2	AKR7A2	1
AKR7A2	AKR7A3	1
AKR7A3	AKR7A3	1
KRT31	AKR7A3	1
AGAP2	AKT1	1
BAD	AKT1	1
CCDC88A	AKT1	1
CDKN1A	AKT1	1
CDKN1B	AKT1	1
CEP76	AKT1	1
ENO2	AKT1	1
FOXO3	AKT1	1
HSPA5	AKT1	1
HSPB1	AKT1	1
IKBKB	AKT1	1
MAPK14	AKT1	1
MDM2	AKT1	1
MESD	AKT1	1
MTUS2	AKT1	1
PDPK1	AKT1	1
PIAS2	AKT1	1
PIK3CA	AKT1	1
PKN2	AKT1	1
PLXNA1	AKT1	1
PPL	AKT1	1
RAF1	AKT1	1
RPS6KB1	AKT1	1
SMAD4	AKT1	1
SORBS3	AKT1	1
TCL1A	AKT1	1
TMCC2	AKT1	1
TRIB3	AKT1	1
XAF1	AKT1	1
XIAP	AKT1	1
AKT1S1	AKT1S1	1
HSP90AB1	AKT2	1
PICK1	AKT2	1
TCL1A	AKT2	1
CDC37	AKT3	1
PRKCZ	AKT3	1
HOOK1	AKTIP	1
HOOK2	AKTIP	1
TRIM32	AKTIP	1
ADAMTSL4	AL049697.1	1
AES	AL049697.1	1
AL049697.1	AL049697.1	1
ANKRD55	AL049697.1	1
APIP	AL049697.1	1
BANP	AL049697.1	1
BLZF1	AL049697.1	1
C1orf94	AL049697.1	1
C9orf153	AL049697.1	1
CCDC33	AL049697.1	1
CCDC36	AL049697.1	1
CDX2	AL049697.1	1
CEP57L1	AL049697.1	1
CFP	AL049697.1	1
CPSF7	AL049697.1	1
CRX	AL049697.1	1
CYSRT1	AL049697.1	1
DISC1	AL049697.1	1
EIF4ENIF1	AL049697.1	1
FAM208B	AL049697.1	1
GFAP	AL049697.1	1
GLYR1	AL049697.1	1
GPRASP2	AL049697.1	1
GSE1	AL049697.1	1
IKZF3	AL049697.1	1
KIAA1328	AL049697.1	1
KLHL3	AL049697.1	1
KRT31	AL049697.1	1
KRT34	AL049697.1	1
KRT40	AL049697.1	1
KRT75	AL049697.1	1
KRT76	AL049697.1	1
KRTAP13-1	AL049697.1	1
KRTAP26-1	AL049697.1	1
LZTS2	AL049697.1	1
MAGED1	AL049697.1	1
MDFI	AL049697.1	1
MEOX2	AL049697.1	1
MIF4GD	AL049697.1	1
NME4	AL049697.1	1
PIH1D2	AL049697.1	1
PRDM16	AL049697.1	1
PSMA1	AL049697.1	1
PSMC5	AL049697.1	1
REL	AL049697.1	1
RNF138	AL049697.1	1
ROCK1	AL049697.1	1
SAMD3	AL049697.1	1
SAXO1	AL049697.1	1
SORBS3	AL049697.1	1
SOX30	AL049697.1	1
TADA2B	AL049697.1	1
TCF12	AL049697.1	1
TEKT1	AL049697.1	1
TFIP11	AL049697.1	1
TMCC2	AL049697.1	1
TRIM27	AL049697.1	1
TRIM54	AL049697.1	1
UBXN11	AL049697.1	1
USHBP1	AL049697.1	1
ZBTB32	AL049697.1	1
ZNF511	AL049697.1	1
AES	AL136295.5	1
CCDC24	AL136295.5	1
KRTAP9-2	AL136295.5	1
SNRPC	AL136295.5	1
TSSC4	AL136295.5	1
VASN	AL136295.5	1
HOXA1	AL365205.1	1
NEK6	AL365205.1	1
OTX1	AL365205.1	1
CARD10	AL807752.7	1
CYSRT1	AL807752.7	1
KRTAP10-7	AL807752.7	1
KRTAP12-3	AL807752.7	1
UBQLN2	AL807752.7	1
ALAS1	ALAS1	1
POLDIP2	ALAS1	1
FCGRT	ALB	1
CD6	ALCAM	1
LGALS1	ALCAM	1
LGALS3	ALCAM	1
DERA	ALDH16A1	1
DLGAP4	ALDH16A1	1
ALDH1A1	ALDH1A1	1
FN1	ALDH1B1	1
APPBP2	ALDH1L1	1
FKBP6	ALDH3A1	1
ALDH7A1	ALDH7A1	1
C12orf10	ALDH7A1	1
EPS8	ALDH7A1	1
LCN2	ALDH7A1	1
BRCA1	ALDH9A1	1
ALDOA	ALDOA	1
ALDOC	ALDOA	1
FN1	ALDOA	1
PCNA	ALDOA	1
BBS2	ALDOB	1
ANKS1A	ALDOC	1
LNX1	ALDOC	1
CD79A	ALG10	1
ERGIC3	ALG10	1
FBLN1	ALG10	1
HERPUD2	ALG10	1
SHISAL1	ALG10	1
CD79A	ALG10B	1
SHISAL1	ALG10B	1
PTPN23	ALG2	1
TSG101	ALG2	1
ARL13B	ALG3	1
CD79A	ALG3	1
CREB3	ALG3	1
SERP1	ALG3	1
SSMEM1	ALG3	1
TMEM52B	ALG3	1
BIK	ALG8	1
CREB3L1	ALG8	1
CYB5R3	ALG8	1
FAM209A	ALG8	1
MFSD6	ALG8	1
SAR1A	ALG8	1
HSP90AB1	ALK	1
GOLGA2	ALKBH2	1
AK8	ALKBH3	1
GLRX3	ALKBH3	1
LNX1	ALKBH3	1
DTX2	ALKBH4	1
FAM168A	ALKBH4	1
GORASP2	ALKBH4	1
LCN2	ALKBH4	1
TRAF4	ALKBH4	1
TXNL4B	ALKBH4	1
B9D2	ALKBH7	1
C20orf85	ALKBH7	1
KIAA1217	ALKBH7	1
PICK1	ALKBH8	1
ALOX12	ALOX12	1
ALOXE3	ALOX12B	1
CCDC115	ALOX15B	1
KCNF1	ALOX15B	1
RARA	ALOX15B	1
TRIM21	ALOX15B	1
MAD1L1	ALOX5	1
MEOX1	ALOX5	1
AQP6	ALOX5AP	1
FFAR2	ALOX5AP	1
GPR42	ALOX5AP	1
NAPB	ALOX5AP	1
OPRM1	ALOX5AP	1
YY1	ALOXE3	1
ZNF76	ALOXE3	1
HSPB1	ALPI	1
EEF1A1	ALPL	1
ADAMTSL4	ALPP	1
CREB5	ALPP	1
GSC2	ALPP	1
HOXA1	ALPP	1
LCE3D	ALPP	1
MEOX2	ALPP	1
NR4A3	ALPP	1
OTX1	ALPP	1
POU4F2	ALPP	1
RGS20	ALPP	1
SMCP	ALPP	1
TGM1	ALPP	1
EEF1AKMT3	ALS2CL	1
PPP1R32	ALS2CL	1
RAB22A	ALS2CL	1
RAB31	ALS2CL	1
RAB5C	ALS2CL	1
RSPH14	ALS2CL	1
ATP6V1H	ALS2CR12	1
BLK	ALS2CR12	1
INO80B	ALS2CR12	1
LGALS14	ALS2CR12	1
LONRF1	ALS2CR12	1
PRPF31	ALS2CR12	1
SPG21	ALS2CR12	1
STK16	ALS2CR12	1
SULT2B1	ALS2CR12	1
TCL1A	ALS2CR12	1
TRIM41	ALS2CR12	1
APCS	ALX1	1
CLIC3	ALX1	1
EEF1D	ALX1	1
GRP	ALX1	1
IPO13	ALX1	1
KAT5	ALX1	1
KRTAP4-4	ALX1	1
PACRGL	ALX1	1
RARA	ALX1	1
RBM45	ALX1	1
UROC1	ALX1	1
ZNF300	ALX1	1
FN1	ALYREF	1
VCAM1	ALYREF	1
AMBP	AMBP	1
DYNLL1	AMBRA1	1
AMD1	AMD1	1
HSPB1	AMD1	1
TRIP13	AMDHD2	1
APC	AMER3	1
AMFR	AMFR	1
MDC1	AMFR	1
UBC	AMFR	1
UBE2D1	AMFR	1
UBE2D2	AMFR	1
UBE2D3	AMFR	1
UBE2D4	AMFR	1
UBE2G1	AMFR	1
UBE2W	AMFR	1
HSP90AA1	AMHR2	1
HSP90AB1	AMHR2	1
ADIPOQ	AMIGO1	1
ASGR1	AMIGO1	1
BNIP3	AMIGO1	1
C2CD2L	AMIGO1	1
C3orf52	AMIGO1	1
CLDN11	AMIGO1	1
CXCL9	AMIGO1	1
EDDM3B	AMIGO1	1
GJB2	AMIGO1	1
HHATL	AMIGO1	1
IGFBP5	AMIGO1	1
LMO3	AMIGO1	1
MALL	AMIGO1	1
MIP	AMIGO1	1
NINJ2	AMIGO1	1
NKG7	AMIGO1	1
PGAP2	AMIGO1	1
PROM2	AMIGO1	1
RPRM	AMIGO1	1
SELENOK	AMIGO1	1
SLC38A1	AMIGO1	1
SLC38A7	AMIGO1	1
SLC41A1	AMIGO1	1
SLC41A2	AMIGO1	1
STX8	AMIGO1	1
TM4SF5	AMIGO1	1
TMEM50B	AMIGO1	1
TMEM60	AMIGO1	1
TMEM79	AMIGO1	1
TNMD	AMIGO1	1
TSPO	AMIGO1	1
UPK2	AMIGO1	1
TMED8	AMIGO2	1
AMOT	AMOT	1
AMOTL2	AMOT	1
AP1M1	AMOT	1
FHL2	AMOT	1
HOXA1	AMOT	1
HPCAL1	AMOT	1
KRT31	AMOT	1
LZTS1	AMOT	1
MEOX2	AMOT	1
NUFIP2	AMOT	1
PBLD	AMOT	1
PIBF1	AMOT	1
PLG	AMOT	1
PTPA	AMOT	1
SLIRP	AMOT	1
UNC119	AMOT	1
AMOTL2	AMOTL2	1
BRMS1L	AMOTL2	1
BYSL	AMOTL2	1
CDC37	AMOTL2	1
CHCHD3	AMOTL2	1
CINP	AMOTL2	1
CYTH4	AMOTL2	1
DYNLL1	AMOTL2	1
FAM184A	AMOTL2	1
KIF9	AMOTL2	1
KRT31	AMOTL2	1
L3MBTL2	AMOTL2	1
LMO3	AMOTL2	1
MAD1L1	AMOTL2	1
MAGOHB	AMOTL2	1
NDC80	AMOTL2	1
PIBF1	AMOTL2	1
RALBP1	AMOTL2	1
RASAL3	AMOTL2	1
RNF40	AMOTL2	1
RNF8	AMOTL2	1
SMARCE1	AMOTL2	1
SP100	AMOTL2	1
SPAG5	AMOTL2	1
ZBTB16	AMOTL2	1
AMPD1	AMPD1	1
AMPD2	AMPD1	1
AMPD2	AMPD2	1
AMPD1	AMPD3	1
PDLIM4	AMT	1
VAC14	AMT	1
MUC7	AMY1A	1
MUC7	AMY1B	1
MUC7	AMY1C	1
AES	ANAPC11	1
CDC20	ANAPC11	1
DTX2	ANAPC11	1
EFEMP1	ANAPC11	1
FRS3	ANAPC11	1
HSD3B7	ANAPC11	1
PRKAB2	ANAPC11	1
CDC23	ANAPC13	1
CDC27	ANAPC16	1
HSF2BP	ANAPC16	1
ANAPC11	ANAPC2	1
MEOX1	ANAPC2	1
UBE2C	ANAPC2	1
PABPC1	ANAPC5	1
HSPB1	ANAPC7	1
ACTN2	ANG	1
ANXA2	ANG	1
FST	ANG	1
PLAUR	ANG	1
RNH1	ANG	1
S100A10	ANG	1
MAPK8IP2	ANGPT1	1
TEK	ANGPT1	1
ITGB1	ANGPTL4	1
ITGB5	ANGPTL4	1
TP53	ANK2	1
AP3B1	ANK3	1
EHD1	ANKFY1	1
RHOD	ANKFY1	1
RHOF	ANKFY1	1
C12orf57	ANKK1	1
C2CD6	ANKK1	1
CHN1	ANKK1	1
CHN2	ANKK1	1
HIF1AN	ANKK1	1
YEATS4	ANKK1	1
HDAC4	ANKRA2	1
LRP2	ANKRA2	1
NEK6	ANKRA2	1
SAMD4A	ANKRA2	1
TSHZ3	ANKRA2	1
MAPRE3	ANKRD1	1
MEOX2	ANKRD1	1
MYPN	ANKRD1	1
NAGK	ANKRD1	1
TRIM55	ANKRD1	1
ZNF446	ANKRD1	1
APPBP2	ANKRD10	1
PITX1	ANKRD10	1
TRIP13	ANKRD10	1
ABHD11	ANKRD11	1
AES	ANKRD11	1
AGR2	ANKRD11	1
ANKRD11	ANKRD11	1
ARID3A	ANKRD11	1
C10orf82	ANKRD11	1
C11orf1	ANKRD11	1
C18orf54	ANKRD11	1
C1QTNF2	ANKRD11	1
CALCA	ANKRD11	1
CDC23	ANKRD11	1
CDCA7L	ANKRD11	1
CDR2L	ANKRD11	1
COG4	ANKRD11	1
DEPTOR	ANKRD11	1
FAM136A	ANKRD11	1
FOLR3	ANKRD11	1
FTO	ANKRD11	1
GOLGA2	ANKRD11	1
GRIPAP1	ANKRD11	1
HOOK2	ANKRD11	1
ITGB3BP	ANKRD11	1
KPNA3	ANKRD11	1
KPNA6	ANKRD11	1
KRT34	ANKRD11	1
MTFR1L	ANKRD11	1
MTUS2	ANKRD11	1
MXRA8	ANKRD11	1
MYF5	ANKRD11	1
NAB2	ANKRD11	1
NCOA3	ANKRD11	1
NOV	ANKRD11	1
PIH1D2	ANKRD11	1
PLAGL2	ANKRD11	1
RCOR3	ANKRD11	1
RINT1	ANKRD11	1
RSPO4	ANKRD11	1
RUBCN	ANKRD11	1
SPATA2	ANKRD11	1
SPRY1	ANKRD11	1
STRA8	ANKRD11	1
SYTL3	ANKRD11	1
TNNI1	ANKRD11	1
TRAF2	ANKRD11	1
TRIM54	ANKRD11	1
TXN	ANKRD11	1
UFC1	ANKRD11	1
USP54	ANKRD11	1
USP6	ANKRD11	1
VDR	ANKRD11	1
WDYHV1	ANKRD11	1
ZNF426	ANKRD11	1
ZRANB1	ANKRD11	1
NID2	ANKRD13D	1
MAPK6	ANKRD2	1
CCDC102B	ANKRD23	1
CCDC6	ANKRD23	1
ENKD1	ANKRD23	1
FAM161B	ANKRD23	1
HOOK1	ANKRD23	1
KDM1A	ANKRD23	1
KIFC3	ANKRD23	1
MIPOL1	ANKRD23	1
PIBF1	ANKRD23	1
SMARCD1	ANKRD23	1
TRIM41	ANKRD23	1
TTN	ANKRD23	1
EIF3D	ANKRD28	1
GADD45GIP1	ANKRD28	1
INCA1	ANKRD28	1
KCNV2	ANKRD28	1
NOTCH2	ANKRD28	1
PIBF1	ANKRD28	1
PTRH1	ANKRD28	1
THAP7	ANKRD28	1
TMIE	ANKRD28	1
YTHDC1	ANKRD28	1
CRACR2A	ANKRD29	1
FERMT3	ANKRD29	1
ANKRD11	ANKRD33	1
HPCAL4	ANKRD33	1
KLHL42	ANKRD33	1
MBD3	ANKRD33	1
SDCBP	ANKRD33	1
TLX3	ANKRD33	1
USHBP1	ANKRD33	1
CEP76	ANKRD36	1
ANKRD36B	ANKRD36B	1
