Pathway	Gene	Input
Small cell lung cancer	CCND1	1
Small cell lung cancer	CKS1B	1
Small cell lung cancer	CKS2	1
Small cell lung cancer	SKP2	1
Small cell lung cancer	CDKN1B	1
Small cell lung cancer	CDK2	1
Small cell lung cancer	CCNE1	1
Small cell lung cancer	CCNE2	1
Small cell lung cancer	RB1	1
Small cell lung cancer	E2F1	1
Small cell lung cancer	E2F2	1
Small cell lung cancer	E2F3	1
Small cell lung cancer	COL4A2	1
Small cell lung cancer	COL4A4	1
Small cell lung cancer	COL4A6	1
Small cell lung cancer	COL4A1	1
Small cell lung cancer	COL4A5	1
Small cell lung cancer	COL4A3	1
Small cell lung cancer	LAMA1	1
Small cell lung cancer	LAMA2	1
Small cell lung cancer	LAMA3	1
Small cell lung cancer	LAMA5	1
Small cell lung cancer	LAMA4	1
Small cell lung cancer	LAMB1	1
Small cell lung cancer	LAMB2	1
Small cell lung cancer	LAMB3	1
Small cell lung cancer	LAMB4	1
Small cell lung cancer	LAMC1	1
Small cell lung cancer	LAMC2	1
Small cell lung cancer	LAMC3	1
Small cell lung cancer	FN1	1
Small cell lung cancer	ITGA2	1
Small cell lung cancer	ITGA2B	1
Small cell lung cancer	ITGA3	1
Small cell lung cancer	ITGA6	1
Small cell lung cancer	ITGAV	1
Small cell lung cancer	ITGB1	1
Small cell lung cancer	PTK2	1
Small cell lung cancer	PIK3CA	1
Small cell lung cancer	PIK3CD	1
Small cell lung cancer	PIK3CB	1
Small cell lung cancer	PIK3R1	1
Small cell lung cancer	PIK3R2	1
Small cell lung cancer	PIK3R3	1
Small cell lung cancer	PTEN	1
Small cell lung cancer	AKT1	1
Small cell lung cancer	AKT2	1
Small cell lung cancer	AKT3	1
Small cell lung cancer	CHUK	1
Small cell lung cancer	IKBKB	1
Small cell lung cancer	IKBKG	1
Small cell lung cancer	NFKBIA	1
Small cell lung cancer	NFKB1	1
Small cell lung cancer	RELA	1
Small cell lung cancer	BIRC2	1
Small cell lung cancer	BIRC3	1
Small cell lung cancer	XIAP	1
Small cell lung cancer	BIRC7	1
Small cell lung cancer	BCL2L1	1
Small cell lung cancer	TRAF1	1
Small cell lung cancer	TRAF2	1
Small cell lung cancer	TRAF3	1
Small cell lung cancer	TRAF4	1
Small cell lung cancer	TRAF5	1
Small cell lung cancer	TRAF6	1
Small cell lung cancer	PTGS2	1
Small cell lung cancer	NOS2	1
Non-small cell lung cancer	FHIT	1
Non-small cell lung cancer	RARB	1
Non-small cell lung cancer	RXRA	1
Non-small cell lung cancer	RXRB	1
Non-small cell lung cancer	RXRG	1
Non-small cell lung cancer	CDKN2A	1
Non-small cell lung cancer	CDK4	1
Non-small cell lung cancer	CDK6	1
Non-small cell lung cancer	CCND1	1
Non-small cell lung cancer	RB1	1
Non-small cell lung cancer	E2F1	1
Non-small cell lung cancer	E2F2	1
Non-small cell lung cancer	E2F3	1
Non-small cell lung cancer	KRAS	1
Non-small cell lung cancer	RASSF1	1
Non-small cell lung cancer	RASSF5	1
Non-small cell lung cancer	STK4	1
Non-small cell lung cancer	PIK3CA	1
Non-small cell lung cancer	PIK3CD	1
Non-small cell lung cancer	PIK3CB	1
Non-small cell lung cancer	PIK3R1	1
Non-small cell lung cancer	PIK3R2	1
Non-small cell lung cancer	PIK3R3	1
Non-small cell lung cancer	PDPK1	1
Non-small cell lung cancer	AKT1	1
Non-small cell lung cancer	AKT2	1
Non-small cell lung cancer	AKT3	1
Non-small cell lung cancer	BAD	1
Non-small cell lung cancer	CASP9	1
Non-small cell lung cancer	FOXO3	1
Non-small cell lung cancer	EGF	1
Non-small cell lung cancer	TGFA	1
Non-small cell lung cancer	EGFR	1
Non-small cell lung cancer	ERBB2	1
Non-small cell lung cancer	HGF	1
Non-small cell lung cancer	MET	1
Non-small cell lung cancer	GRB2	1
Non-small cell lung cancer	SOS1	1
Non-small cell lung cancer	SOS2	1
Non-small cell lung cancer	HRAS	1
Non-small cell lung cancer	NRAS	1
Non-small cell lung cancer	ARAF	1
Non-small cell lung cancer	BRAF	1
Non-small cell lung cancer	RAF1	1
Non-small cell lung cancer	MAP2K1	1
Non-small cell lung cancer	MAP2K2	1
Non-small cell lung cancer	MAPK1	1
Non-small cell lung cancer	MAPK3	1
Non-small cell lung cancer	PLCG1	1
Non-small cell lung cancer	PLCG2	1
Non-small cell lung cancer	PRKCA	1
Non-small cell lung cancer	PRKCB	1
Non-small cell lung cancer	PRKCG	1
Non-small cell lung cancer	TP53	1
Non-small cell lung cancer	CDKN1A	1
Non-small cell lung cancer	GADD45A	1
Non-small cell lung cancer	GADD45B	1
Non-small cell lung cancer	GADD45G	1
Non-small cell lung cancer	BAX	1
Non-small cell lung cancer	BAK1	1
Non-small cell lung cancer	DDB2	1
Non-small cell lung cancer	POLK	1
Non-small cell lung cancer	KIF5A	1
Non-small cell lung cancer	KIF5B	1
Non-small cell lung cancer	KIF5C	1
Non-small cell lung cancer	RET	1
Non-small cell lung cancer	EML4	1
Non-small cell lung cancer	ALK	1
Non-small cell lung cancer	JAK3	1
Non-small cell lung cancer	STAT3	1
Non-small cell lung cancer	STAT5A	1
Non-small cell lung cancer	STAT5B	1
Asthma	HLA-DMA	1
Asthma	HLA-DMB	1
Asthma	HLA-DOA	1
Asthma	HLA-DOB	1
Asthma	HLA-DPA1	1
Asthma	HLA-DPB1	1
Asthma	HLA-DQA1	1
Asthma	HLA-DQA2	1
Asthma	HLA-DQB1	1
Asthma	HLA-DRA	1
Asthma	HLA-DRB1	1
Asthma	HLA-DRB3	1
Asthma	HLA-DRB4	1
Asthma	HLA-DRB5	1
Asthma	IL4	1
Asthma	CD40LG	1
Asthma	CD40	1
Asthma	IGH	1
Asthma	FCER1A	1
Asthma	MS4A2	1
Asthma	FCER1G	1
Asthma	IL9	1
Asthma	IL10	1
Asthma	IL13	1
Asthma	IL5	1
Asthma	CCL11	1
Asthma	TNF	1
Asthma	IL3	1
Asthma	PRG2	1
Asthma	RNASE3	1
Asthma	EPX	1
Systemic lupus erythematosus	C1QA	1
Systemic lupus erythematosus	C1QB	1
Systemic lupus erythematosus	C1QC	1
Systemic lupus erythematosus	C2	1
Systemic lupus erythematosus	C4A	1
Systemic lupus erythematosus	C4B	1
Systemic lupus erythematosus	H2AX	1
Systemic lupus erythematosus	H2AC20	1
Systemic lupus erythematosus	H2AC12	1
Systemic lupus erythematosus	H2AC1	1
Systemic lupus erythematosus	H2AW	1
Systemic lupus erythematosus	H2AB3	1
Systemic lupus erythematosus	H2AC8	1
Systemic lupus erythematosus	H2AC4	1
Systemic lupus erythematosus	MACROH2A2	1
Systemic lupus erythematosus	MACROH2A1	1
Systemic lupus erythematosus	H2AC19	1
Systemic lupus erythematosus	H2AJ	1
Systemic lupus erythematosus	H2AB1	1
Systemic lupus erythematosus	H2AC17	1
Systemic lupus erythematosus	H2AC18	1
Systemic lupus erythematosus	H2AC11	1
Systemic lupus erythematosus	H2AC21	1
Systemic lupus erythematosus	H2AZ2	1
Systemic lupus erythematosus	H2AC7	1
Systemic lupus erythematosus	H2AZ1	1
Systemic lupus erythematosus	H2AC15	1
Systemic lupus erythematosus	H2AC6	1
Systemic lupus erythematosus	H2AC13	1
Systemic lupus erythematosus	H2AC14	1
Systemic lupus erythematosus	H2AC16	1
Systemic lupus erythematosus	H2AB2	1
Systemic lupus erythematosus	H2BC15	1
Systemic lupus erythematosus	H2BC9	1
Systemic lupus erythematosus	H2BC14	1
Systemic lupus erythematosus	H2BW1	1
Systemic lupus erythematosus	H2BC1	1
Systemic lupus erythematosus	H2BC18	1
Systemic lupus erythematosus	H2BC17	1
Systemic lupus erythematosus	H2BC3	1
Systemic lupus erythematosus	H2BC8	1
Systemic lupus erythematosus	H2BC13	1
Systemic lupus erythematosus	H2BC4	1
Systemic lupus erythematosus	H2BC5	1
Systemic lupus erythematosus	H2BC6	1
Systemic lupus erythematosus	H2BC10	1
Systemic lupus erythematosus	H2BC21	1
Systemic lupus erythematosus	H2BC11	1
Systemic lupus erythematosus	H2BC12	1
Systemic lupus erythematosus	H2BU1	1
Systemic lupus erythematosus	H2BC7	1
Systemic lupus erythematosus	H2BW2	1
Systemic lupus erythematosus	histone	1
Systemic lupus erythematosus	H2BE1	1
Systemic lupus erythematosus	H2BS1	1
Systemic lupus erythematosus	H3-5	1
Systemic lupus erythematosus	H3-3B	1
Systemic lupus erythematosus	H3C4	1
Systemic lupus erythematosus	H3C3	1
Systemic lupus erythematosus	H3C1	1
Systemic lupus erythematosus	H3-3A	1
Systemic lupus erythematosus	H3-4	1
Systemic lupus erythematosus	H3C14	1
Systemic lupus erythematosus	H3C15	1
Systemic lupus erythematosus	H3C13	1
Systemic lupus erythematosus	H3C6	1
Systemic lupus erythematosus	H3C11	1
Systemic lupus erythematosus	H3C8	1
Systemic lupus erythematosus	H3C12	1
Systemic lupus erythematosus	H3C10	1
Systemic lupus erythematosus	H3C2	1
Systemic lupus erythematosus	H3C7	1
Systemic lupus erythematosus	H4-16	1
Systemic lupus erythematosus	H4C15	1
Systemic lupus erythematosus	H4C9	1
Systemic lupus erythematosus	H4C4	1
Systemic lupus erythematosus	H4C6	1
Systemic lupus erythematosus	H4C12	1
Systemic lupus erythematosus	H4C11	1
Systemic lupus erythematosus	H4C3	1
Systemic lupus erythematosus	H4C8	1
Systemic lupus erythematosus	H4C2	1
Systemic lupus erythematosus	H4C5	1
Systemic lupus erythematosus	H4C13	1
Systemic lupus erythematosus	H4C14	1
Systemic lupus erythematosus	H4C1	1
Systemic lupus erythematosus	H4C7	1
Systemic lupus erythematosus	SNRPB	1
Systemic lupus erythematosus	SNRPD1	1
Systemic lupus erythematosus	SNRPD3	1
Systemic lupus erythematosus	GRIN2A	1
Systemic lupus erythematosus	GRIN2B	1
Systemic lupus erythematosus	TRIM21	1
Systemic lupus erythematosus	RO60	1
Systemic lupus erythematosus	SSB	1
Systemic lupus erythematosus	ACTN1	1
Systemic lupus erythematosus	ACTN4	1
Systemic lupus erythematosus	HLA-DMA	1
Systemic lupus erythematosus	HLA-DMB	1
Systemic lupus erythematosus	HLA-DOA	1
Systemic lupus erythematosus	HLA-DOB	1
Systemic lupus erythematosus	HLA-DPA1	1
Systemic lupus erythematosus	HLA-DPB1	1
Systemic lupus erythematosus	HLA-DQA1	1
Systemic lupus erythematosus	HLA-DQA2	1
Systemic lupus erythematosus	HLA-DQB1	1
Systemic lupus erythematosus	HLA-DRA	1
Systemic lupus erythematosus	HLA-DRB1	1
Systemic lupus erythematosus	HLA-DRB3	1
Systemic lupus erythematosus	HLA-DRB4	1
Systemic lupus erythematosus	HLA-DRB5	1
Systemic lupus erythematosus	CD80	1
Systemic lupus erythematosus	CD86	1
Systemic lupus erythematosus	CD28	1
Systemic lupus erythematosus	CD40LG	1
Systemic lupus erythematosus	CD40	1
Systemic lupus erythematosus	TNF	1
Systemic lupus erythematosus	IFNG	1
Systemic lupus erythematosus	IL10	1
Systemic lupus erythematosus	IGH	1
Systemic lupus erythematosus	C1R	1
Systemic lupus erythematosus	C1S	1
Systemic lupus erythematosus	C3	1
Systemic lupus erythematosus	C5	1
Systemic lupus erythematosus	C6	1
Systemic lupus erythematosus	C7	1
Systemic lupus erythematosus	C8A	1
Systemic lupus erythematosus	C8B	1
Systemic lupus erythematosus	C8G	1
Systemic lupus erythematosus	C9	1
Systemic lupus erythematosus	CTSG	1
Systemic lupus erythematosus	ELANE	1
Systemic lupus erythematosus	FCGR1A	1
Systemic lupus erythematosus	FCGR2A	1
Systemic lupus erythematosus	FCGR3A	1
Systemic lupus erythematosus	FCGR3B	1
Rheumatoid arthritis	CD80	1
Rheumatoid arthritis	CD86	1
Rheumatoid arthritis	CD28	1
Rheumatoid arthritis	CTLA4	1
Rheumatoid arthritis	HLA-DMA	1
Rheumatoid arthritis	HLA-DMB	1
Rheumatoid arthritis	HLA-DOA	1
Rheumatoid arthritis	HLA-DOB	1
Rheumatoid arthritis	HLA-DPA1	1
Rheumatoid arthritis	HLA-DPB1	1
Rheumatoid arthritis	HLA-DQA1	1
Rheumatoid arthritis	HLA-DQA2	1
Rheumatoid arthritis	HLA-DQB1	1
Rheumatoid arthritis	HLA-DRA	1
Rheumatoid arthritis	HLA-DRB1	1
Rheumatoid arthritis	HLA-DRB3	1
Rheumatoid arthritis	HLA-DRB4	1
Rheumatoid arthritis	HLA-DRB5	1
Rheumatoid arthritis	ITGAL	1
Rheumatoid arthritis	ITGB2	1
Rheumatoid arthritis	ICAM1	1
Rheumatoid arthritis	IL15	1
Rheumatoid arthritis	TNFSF13	1
Rheumatoid arthritis	TNFSF13B	1
Rheumatoid arthritis	IGH	1
Rheumatoid arthritis	LTB	1
Rheumatoid arthritis	TNF	1
Rheumatoid arthritis	IL1A	1
Rheumatoid arthritis	IL1B	1
Rheumatoid arthritis	IL6	1
Rheumatoid arthritis	IL11	1
Rheumatoid arthritis	IL18	1
Rheumatoid arthritis	TLR2	1
Rheumatoid arthritis	TLR4	1
Rheumatoid arthritis	JUN	1
Rheumatoid arthritis	FOS	1
Rheumatoid arthritis	TGFB1	1
Rheumatoid arthritis	TGFB2	1
Rheumatoid arthritis	TGFB3	1
Rheumatoid arthritis	IL23A	1
Rheumatoid arthritis	IL17A	1
Rheumatoid arthritis	PTH	1
Rheumatoid arthritis	CSF1	1
Rheumatoid arthritis	TNFSF11	1
Rheumatoid arthritis	TNFRSF11A	1
Rheumatoid arthritis	ATP6V1A	1
Rheumatoid arthritis	ATP6V1B1	1
Rheumatoid arthritis	ATP6V1B2	1
Rheumatoid arthritis	ATP6V1C2	1
Rheumatoid arthritis	ATP6V1C1	1
Rheumatoid arthritis	ATP6V1D	1
Rheumatoid arthritis	ATP6V1E2	1
Rheumatoid arthritis	ATP6V1E1	1
Rheumatoid arthritis	ATP6V1F	1
Rheumatoid arthritis	ATP6V1G1	1
Rheumatoid arthritis	ATP6V1G3	1
Rheumatoid arthritis	ATP6V1G2	1
Rheumatoid arthritis	ATP6V0E1	1
Rheumatoid arthritis	ATP6V0E2	1
Rheumatoid arthritis	TCIRG1	1
Rheumatoid arthritis	ATP6V0A2	1
Rheumatoid arthritis	ATP6V0A4	1
Rheumatoid arthritis	ATP6V0A1	1
Rheumatoid arthritis	ATP6V0D1	1
Rheumatoid arthritis	ATP6V0D2	1
Rheumatoid arthritis	ATP6V1H	1
Rheumatoid arthritis	ATP6AP1	1
Rheumatoid arthritis	ATP6V0C	1
Rheumatoid arthritis	ATP6V0B	1
Rheumatoid arthritis	CTSK	1
Rheumatoid arthritis	ACP5	1
Rheumatoid arthritis	MMP1	1
Rheumatoid arthritis	MMP3	1
Rheumatoid arthritis	CTSL	1
Rheumatoid arthritis	CSF2	1
Rheumatoid arthritis	CCL5	1
Rheumatoid arthritis	CCL2	1
Rheumatoid arthritis	CCL3	1
Rheumatoid arthritis	CCL3L1	1
Rheumatoid arthritis	CCL3L3	1
Rheumatoid arthritis	CCL20	1
Rheumatoid arthritis	CXCL1	1
Rheumatoid arthritis	CXCL2	1
Rheumatoid arthritis	CXCL3	1
Rheumatoid arthritis	CXCL5	1
Rheumatoid arthritis	CXCL6	1
Rheumatoid arthritis	CXCL8	1
Rheumatoid arthritis	CXCL12	1
Rheumatoid arthritis	VEGFA	1
Rheumatoid arthritis	FLT1	1
Rheumatoid arthritis	ANGPT1	1
Rheumatoid arthritis	TEK	1
Rheumatoid arthritis	IFNG	1
Autoimmune thyroid disease	IFNA1	1
Autoimmune thyroid disease	IFNA2	1
Autoimmune thyroid disease	IFNA4	1
Autoimmune thyroid disease	IFNA5	1
Autoimmune thyroid disease	IFNA6	1
Autoimmune thyroid disease	IFNA7	1
Autoimmune thyroid disease	IFNA8	1
Autoimmune thyroid disease	IFNA10	1
Autoimmune thyroid disease	IFNA13	1
Autoimmune thyroid disease	IFNA14	1
Autoimmune thyroid disease	IFNA16	1
Autoimmune thyroid disease	IFNA17	1
Autoimmune thyroid disease	IFNA21	1
Autoimmune thyroid disease	HLA-DMA	1
Autoimmune thyroid disease	HLA-DMB	1
Autoimmune thyroid disease	HLA-DOA	1
Autoimmune thyroid disease	HLA-DOB	1
Autoimmune thyroid disease	HLA-DPA1	1
Autoimmune thyroid disease	HLA-DPB1	1
Autoimmune thyroid disease	HLA-DQA1	1
Autoimmune thyroid disease	HLA-DQA2	1
Autoimmune thyroid disease	HLA-DQB1	1
Autoimmune thyroid disease	HLA-DRA	1
Autoimmune thyroid disease	HLA-DRB1	1
Autoimmune thyroid disease	HLA-DRB3	1
Autoimmune thyroid disease	HLA-DRB4	1
Autoimmune thyroid disease	HLA-DRB5	1
Autoimmune thyroid disease	CTLA4	1
Autoimmune thyroid disease	TPO	1
Autoimmune thyroid disease	TG	1
Autoimmune thyroid disease	CD80	1
Autoimmune thyroid disease	CD86	1
Autoimmune thyroid disease	CD28	1
Autoimmune thyroid disease	IL2	1
Autoimmune thyroid disease	HLA-A	1
Autoimmune thyroid disease	HLA-B	1
Autoimmune thyroid disease	HLA-C	1
Autoimmune thyroid disease	HLA-F	1
Autoimmune thyroid disease	HLA-G	1
Autoimmune thyroid disease	HLA-E	1
Autoimmune thyroid disease	FASLG	1
Autoimmune thyroid disease	FAS	1
Autoimmune thyroid disease	PRF1	1
Autoimmune thyroid disease	GZMB	1
Autoimmune thyroid disease	CD40LG	1
Autoimmune thyroid disease	CD40	1
Autoimmune thyroid disease	IL4	1
Autoimmune thyroid disease	IL5	1
Autoimmune thyroid disease	IL10	1
Autoimmune thyroid disease	IGH	1
Autoimmune thyroid disease	TSHR	1
Autoimmune thyroid disease	CGA	1
Autoimmune thyroid disease	TSHB	1
Inflammatory bowel disease	TLR2	1
Inflammatory bowel disease	TLR4	1
Inflammatory bowel disease	TLR5	1
Inflammatory bowel disease	NFKB1	1
Inflammatory bowel disease	RELA	1
Inflammatory bowel disease	NOD2	1
Inflammatory bowel disease	HLA-DMA	1
Inflammatory bowel disease	HLA-DMB	1
Inflammatory bowel disease	HLA-DOA	1
Inflammatory bowel disease	HLA-DOB	1
Inflammatory bowel disease	HLA-DPA1	1
Inflammatory bowel disease	HLA-DPB1	1
Inflammatory bowel disease	HLA-DQA1	1
Inflammatory bowel disease	HLA-DQA2	1
Inflammatory bowel disease	HLA-DQB1	1
Inflammatory bowel disease	HLA-DRA	1
Inflammatory bowel disease	HLA-DRB1	1
Inflammatory bowel disease	HLA-DRB3	1
Inflammatory bowel disease	HLA-DRB4	1
Inflammatory bowel disease	HLA-DRB5	1
Inflammatory bowel disease	IFNG	1
Inflammatory bowel disease	IFNGR1	1
Inflammatory bowel disease	IFNGR2	1
Inflammatory bowel disease	STAT1	1
Inflammatory bowel disease	TBX21	1
Inflammatory bowel disease	IL4	1
Inflammatory bowel disease	IL5	1
Inflammatory bowel disease	IL12A	1
Inflammatory bowel disease	IL12B	1
Inflammatory bowel disease	IL12RB2	1
Inflammatory bowel disease	IL12RB1	1
Inflammatory bowel disease	STAT4	1
Inflammatory bowel disease	IL2	1
Inflammatory bowel disease	IL18	1
Inflammatory bowel disease	IL18R1	1
Inflammatory bowel disease	IL18RAP	1
Inflammatory bowel disease	JUN	1
Inflammatory bowel disease	TNF	1
Inflammatory bowel disease	IL6	1
Inflammatory bowel disease	IL1A	1
Inflammatory bowel disease	IL1B	1
Inflammatory bowel disease	TGFB1	1
Inflammatory bowel disease	TGFB2	1
Inflammatory bowel disease	TGFB3	1
Inflammatory bowel disease	SMAD2	1
Inflammatory bowel disease	SMAD3	1
Inflammatory bowel disease	STAT3	1
Inflammatory bowel disease	IL21	1
Inflammatory bowel disease	IL21R	1
Inflammatory bowel disease	IL23A	1
Inflammatory bowel disease	IL23R	1
Inflammatory bowel disease	RORC	1
Inflammatory bowel disease	RORA	1
Inflammatory bowel disease	FOXP3	1
Inflammatory bowel disease	IL17A	1
Inflammatory bowel disease	IL17F	1
Inflammatory bowel disease	IL22	1
Inflammatory bowel disease	IL4R	1
Inflammatory bowel disease	IL2RG	1
Inflammatory bowel disease	STAT6	1
Inflammatory bowel disease	GATA3	1
Inflammatory bowel disease	IL10	1
Inflammatory bowel disease	IL13	1
Inflammatory bowel disease	MAF	1
Inflammatory bowel disease	NFATC1	1
Allograft rejection	HLA-A	1
Allograft rejection	HLA-B	1
Allograft rejection	HLA-C	1
Allograft rejection	HLA-F	1
Allograft rejection	HLA-G	1
Allograft rejection	HLA-E	1
Allograft rejection	CD80	1
Allograft rejection	CD86	1
Allograft rejection	CD28	1
Allograft rejection	IL12A	1
Allograft rejection	IL12B	1
Allograft rejection	FASLG	1
Allograft rejection	FAS	1
Allograft rejection	PRF1	1
Allograft rejection	GZMB	1
Allograft rejection	HLA-DMA	1
Allograft rejection	HLA-DMB	1
Allograft rejection	HLA-DOA	1
Allograft rejection	HLA-DOB	1
Allograft rejection	HLA-DPA1	1
Allograft rejection	HLA-DPB1	1
Allograft rejection	HLA-DQA1	1
Allograft rejection	HLA-DQA2	1
Allograft rejection	HLA-DQB1	1
Allograft rejection	HLA-DRA	1
Allograft rejection	HLA-DRB1	1
Allograft rejection	HLA-DRB3	1
Allograft rejection	HLA-DRB4	1
Allograft rejection	HLA-DRB5	1
Allograft rejection	IL2	1
Allograft rejection	CD40LG	1
Allograft rejection	CD40	1
Allograft rejection	IFNG	1
Allograft rejection	TNF	1
Allograft rejection	IL4	1
Allograft rejection	IL5	1
Allograft rejection	IL10	1
Allograft rejection	IGH	1
Graft-versus-host disease	IL6	1
Graft-versus-host disease	IL1A	1
Graft-versus-host disease	IL1B	1
Graft-versus-host disease	TNF	1
Graft-versus-host disease	HLA-DMA	1
Graft-versus-host disease	HLA-DMB	1
Graft-versus-host disease	HLA-DOA	1
Graft-versus-host disease	HLA-DOB	1
Graft-versus-host disease	HLA-DPA1	1
Graft-versus-host disease	HLA-DPB1	1
Graft-versus-host disease	HLA-DQA1	1
Graft-versus-host disease	HLA-DQA2	1
Graft-versus-host disease	HLA-DQB1	1
Graft-versus-host disease	HLA-DRA	1
Graft-versus-host disease	HLA-DRB1	1
Graft-versus-host disease	HLA-DRB3	1
Graft-versus-host disease	HLA-DRB4	1
Graft-versus-host disease	HLA-DRB5	1
Graft-versus-host disease	CD80	1
Graft-versus-host disease	CD86	1
Graft-versus-host disease	CD28	1
Graft-versus-host disease	IL2	1
Graft-versus-host disease	HLA-A	1
Graft-versus-host disease	HLA-B	1
Graft-versus-host disease	HLA-C	1
Graft-versus-host disease	HLA-F	1
Graft-versus-host disease	HLA-G	1
Graft-versus-host disease	HLA-E	1
Graft-versus-host disease	FASLG	1
Graft-versus-host disease	FAS	1
Graft-versus-host disease	PRF1	1
Graft-versus-host disease	GZMB	1
Graft-versus-host disease	IFNG	1
Graft-versus-host disease	KIR2DL2	1
Graft-versus-host disease	KIR2DL1	1
Graft-versus-host disease	KIR2DL3	1
Graft-versus-host disease	KIR2DL5A	1
Graft-versus-host disease	KIR3DL2	1
Graft-versus-host disease	KIR3DL1	1
Graft-versus-host disease	KIR3DL3	1
Graft-versus-host disease	KLRC1	1
Graft-versus-host disease	KLRD1	1
Primary immunodeficiency	ADA	1
Primary immunodeficiency	IL7R	1
Primary immunodeficiency	IL2RG	1
Primary immunodeficiency	JAK3	1
Primary immunodeficiency	DCLRE1C	1
Primary immunodeficiency	RAG1	1
Primary immunodeficiency	RAG2	1
Primary immunodeficiency	CD3D	1
Primary immunodeficiency	CD3E	1
Primary immunodeficiency	PTPRC	1
Primary immunodeficiency	CD4	1
Primary immunodeficiency	CD8A	1
Primary immunodeficiency	CD8B	1
Primary immunodeficiency	CD8B2	1
Primary immunodeficiency	AIRE	1
Primary immunodeficiency	TAP1	1
Primary immunodeficiency	TAP2	1
Primary immunodeficiency	LCK	1
Primary immunodeficiency	ZAP70	1
Primary immunodeficiency	RFX5	1
Primary immunodeficiency	RFXAP	1
Primary immunodeficiency	RFXANK	1
Primary immunodeficiency	CIITA	1
Primary immunodeficiency	ORAI1	1
Primary immunodeficiency	IGH	1
Primary immunodeficiency	IGLL1	1
Primary immunodeficiency	CD79A	1
Primary immunodeficiency	BLNK	1
Primary immunodeficiency	BTK	1
Primary immunodeficiency	IKBKG	1
Primary immunodeficiency	CD40	1
Primary immunodeficiency	CD40LG	1
Primary immunodeficiency	UNG	1
Primary immunodeficiency	AICDA	1
Primary immunodeficiency	ICOS	1
Primary immunodeficiency	TNFRSF13C	1
Primary immunodeficiency	CD19	1
Primary immunodeficiency	TNFRSF13B	1
Alzheimer disease	ADAM10	1
Alzheimer disease	ADAM17	1
Alzheimer disease	APP	1
Alzheimer disease	NAE1	1
Alzheimer disease	APBB1	1
Alzheimer disease	GAPDH	1
Alzheimer disease	BACE1	1
Alzheimer disease	BACE2	1
Alzheimer disease	RTN3	1
Alzheimer disease	RTN4	1
Alzheimer disease	PSENEN	1
Alzheimer disease	PSEN1	1
Alzheimer disease	PSEN2	1
Alzheimer disease	NCSTN	1
Alzheimer disease	APH1A	1
Alzheimer disease	APH1B	1
Alzheimer disease	IDE	1
Alzheimer disease	MME	1
Alzheimer disease	MAPT	1
Alzheimer disease	ND1	1
Alzheimer disease	ND2	1
Alzheimer disease	ND3	1
Alzheimer disease	ND4	1
Alzheimer disease	ND4L	1
Alzheimer disease	ND5	1
Alzheimer disease	ND6	1
Alzheimer disease	NDUFV1	1
Alzheimer disease	NDUFV2	1
Alzheimer disease	NDUFV3	1
Alzheimer disease	NDUFA1	1
Alzheimer disease	NDUFA2	1
Alzheimer disease	NDUFA3	1
Alzheimer disease	NDUFA4	1
Alzheimer disease	NDUFA4L2	1
Alzheimer disease	NDUFA5	1
Alzheimer disease	NDUFA6	1
Alzheimer disease	NDUFA7	1
Alzheimer disease	NDUFA8	1
Alzheimer disease	NDUFA9	1
Alzheimer disease	NDUFA10	1
Alzheimer disease	NDUFAB1	1
Alzheimer disease	NDUFA11	1
Alzheimer disease	NDUFA12	1
Alzheimer disease	NDUFA13	1
Alzheimer disease	NDUFB1	1
Alzheimer disease	NDUFB2	1
Alzheimer disease	NDUFB3	1
Alzheimer disease	NDUFB4	1
Alzheimer disease	NDUFB5	1
Alzheimer disease	NDUFB6	1
Alzheimer disease	NDUFB7	1
Alzheimer disease	NDUFB8	1
Alzheimer disease	NDUFB9	1
Alzheimer disease	NDUFB10	1
Alzheimer disease	NDUFB11	1
Alzheimer disease	NDUFS1	1
Alzheimer disease	NDUFS2	1
Alzheimer disease	NDUFS3	1
Alzheimer disease	NDUFS4	1
Alzheimer disease	NDUFS5	1
Alzheimer disease	NDUFS6	1
Alzheimer disease	NDUFS7	1
Alzheimer disease	NDUFS8	1
Alzheimer disease	NDUFC1	1
Alzheimer disease	NDUFC2	1
Alzheimer disease	NDUFC2-KCTD14	1
Alzheimer disease	SDHA	1
Alzheimer disease	SDHB	1
Alzheimer disease	SDHC	1
Alzheimer disease	SDHD	1
Alzheimer disease	UQCRFS1	1
Alzheimer disease	CYTB	1
Alzheimer disease	CYC1	1
Alzheimer disease	UQCRC1	1
Alzheimer disease	UQCRC2	1
Alzheimer disease	UQCRH	1
Alzheimer disease	UQCRHL	1
Alzheimer disease	UQCRB	1
Alzheimer disease	UQCRQ	1
Alzheimer disease	UQCR10	1
Alzheimer disease	UQCR11	1
Alzheimer disease	COX3	1
Alzheimer disease	COX1	1
Alzheimer disease	COX2	1
Alzheimer disease	COX4I2	1
Alzheimer disease	COX4I1	1
Alzheimer disease	COX5A	1
Alzheimer disease	COX5B	1
Alzheimer disease	COX6A1	1
Alzheimer disease	COX6A2	1
Alzheimer disease	COX6B1	1
Alzheimer disease	COX6B2	1
Alzheimer disease	COX6C	1
Alzheimer disease	COX7A1	1
Alzheimer disease	COX7A2	1
Alzheimer disease	COX7A2L	1
Alzheimer disease	COX7B	1
Alzheimer disease	COX7B2	1
