Pathway	Gene	Input
Oxidative phosphorylation	ATP5MF	1
Oxidative phosphorylation	ATP5MG	1
Oxidative phosphorylation	ATP5PF	1
Oxidative phosphorylation	ATP8	1
Oxidative phosphorylation	ATP6V1A	1
Oxidative phosphorylation	ATP6V1B1	1
Oxidative phosphorylation	ATP6V1B2	1
Oxidative phosphorylation	ATP6V1C2	1
Oxidative phosphorylation	ATP6V1C1	1
Oxidative phosphorylation	ATP6V1D	1
Oxidative phosphorylation	ATP6V1E2	1
Oxidative phosphorylation	ATP6V1E1	1
Oxidative phosphorylation	ATP6V1F	1
Oxidative phosphorylation	ATP6V1G1	1
Oxidative phosphorylation	ATP6V1G3	1
Oxidative phosphorylation	ATP6V1G2	1
Oxidative phosphorylation	ATP6V1H	1
Oxidative phosphorylation	TCIRG1	1
Oxidative phosphorylation	ATP6V0A2	1
Oxidative phosphorylation	ATP6V0A4	1
Oxidative phosphorylation	ATP6V0A1	1
Oxidative phosphorylation	ATP6V0C	1
Oxidative phosphorylation	ATP6V0B	1
Oxidative phosphorylation	ATP6V0D1	1
Oxidative phosphorylation	ATP6V0D2	1
Oxidative phosphorylation	ATP6V0E1	1
Oxidative phosphorylation	ATP6V0E2	1
Oxidative phosphorylation	ATP6AP1	1
Oxidative phosphorylation	ATP4A	1
Oxidative phosphorylation	ATP4B	1
Oxidative phosphorylation	ATP12A	1
Oxidative phosphorylation	PPA2	1
Oxidative phosphorylation	PPA1	1
Oxidative phosphorylation	LHPP	1
Nitrogen metabolism	GLUD2	1
Nitrogen metabolism	GLUD1	1
Nitrogen metabolism	GLUL	1
Nitrogen metabolism	CPS1	1
Nitrogen metabolism	CA13	1
Nitrogen metabolism	CA1	1
Nitrogen metabolism	CA6	1
Nitrogen metabolism	CA7	1
Nitrogen metabolism	CA12	1
Nitrogen metabolism	CA5B	1
Nitrogen metabolism	CA14	1
Nitrogen metabolism	CA9	1
Nitrogen metabolism	CA3	1
Nitrogen metabolism	CA5A	1
Nitrogen metabolism	CA8	1
Nitrogen metabolism	CA2	1
Nitrogen metabolism	CA4	1
Sulfur metabolism	PAPSS2	1
Sulfur metabolism	PAPSS1	1
Sulfur metabolism	BPNT1	1
Sulfur metabolism	BPNT2	1
Sulfur metabolism	SUOX	1
Sulfur metabolism	SQOR	1
Sulfur metabolism	ETHE1	1
Sulfur metabolism	MPST	1
Sulfur metabolism	TST	1
Sulfur metabolism	SELENBP1	1
Fatty acid biosynthesis	ACACA	1
Fatty acid biosynthesis	ACACB	1
Fatty acid biosynthesis	ACSF3	1
Fatty acid biosynthesis	NDUFAB1	1
Fatty acid biosynthesis	MCAT	1
Fatty acid biosynthesis	FASN	1
Fatty acid biosynthesis	OXSM	1
Fatty acid biosynthesis	CBR4	1
Fatty acid biosynthesis	HSD17B8	1
Fatty acid biosynthesis	HTD2	1
Fatty acid biosynthesis	MECR	1
Fatty acid biosynthesis	OLAH	1
Fatty acid biosynthesis	ACSL6	1
Fatty acid biosynthesis	ACSL4	1
Fatty acid biosynthesis	ACSL1	1
Fatty acid biosynthesis	ACSL5	1
Fatty acid biosynthesis	ACSL3	1
Fatty acid biosynthesis	ACSBG1	1
Fatty acid biosynthesis	ACSBG2	1
Fatty acid elongation	ACAA2	1
Fatty acid elongation	HADHB	1
Fatty acid elongation	HADH	1
Fatty acid elongation	HADHA	1
Fatty acid elongation	ECHS1	1
Fatty acid elongation	MECR	1
Fatty acid elongation	PPT1	1
Fatty acid elongation	PPT2	1
Fatty acid elongation	ELOVL1	1
Fatty acid elongation	ELOVL2	1
Fatty acid elongation	ELOVL3	1
Fatty acid elongation	ELOVL4	1
Fatty acid elongation	ELOVL5	1
Fatty acid elongation	ELOVL6	1
Fatty acid elongation	ELOVL7	1
Fatty acid elongation	HSD17B12	1
Fatty acid elongation	HACD2	1
Fatty acid elongation	HACD1	1
Fatty acid elongation	HACD4	1
Fatty acid elongation	HACD3	1
Fatty acid elongation	TECR	1
Fatty acid elongation	ACOT4	1
Fatty acid elongation	ACOT2	1
Fatty acid elongation	ACOT1	1
Fatty acid elongation	ACOT7	1
Fatty acid elongation	THEM4	1
Fatty acid elongation	THEM5	1
Fatty acid degradation	ACAT2	1
Fatty acid degradation	ACAT1	1
Fatty acid degradation	ACAA1	1
Fatty acid degradation	ACAA2	1
Fatty acid degradation	HADHB	1
Fatty acid degradation	HADH	1
Fatty acid degradation	HADHA	1
Fatty acid degradation	EHHADH	1
Fatty acid degradation	ECHS1	1
Fatty acid degradation	ACOX3	1
Fatty acid degradation	ACOX1	1
Fatty acid degradation	ACADS	1
Fatty acid degradation	ACADM	1
Fatty acid degradation	ACADL	1
Fatty acid degradation	ACADSB	1
Fatty acid degradation	ACADVL	1
Fatty acid degradation	GCDH	1
Fatty acid degradation	ACSL6	1
Fatty acid degradation	ACSL4	1
Fatty acid degradation	ACSL1	1
Fatty acid degradation	ACSL5	1
Fatty acid degradation	ACSL3	1
Fatty acid degradation	ACSBG1	1
Fatty acid degradation	ACSBG2	1
Fatty acid degradation	CPT1A	1
Fatty acid degradation	CPT1B	1
Fatty acid degradation	CPT1C	1
Fatty acid degradation	CPT2	1
Fatty acid degradation	ECI1	1
Fatty acid degradation	ECI2	1
Fatty acid degradation	CYP2U1	1
Fatty acid degradation	ADH1A	1
Fatty acid degradation	ADH1B	1
Fatty acid degradation	ADH1C	1
Fatty acid degradation	ADH7	1
Fatty acid degradation	ADH4	1
Fatty acid degradation	ADH5	1
Fatty acid degradation	ADH6	1
Fatty acid degradation	ALDH2	1
Fatty acid degradation	ALDH3A2	1
Fatty acid degradation	ALDH1B1	1
Fatty acid degradation	ALDH7A1	1
Fatty acid degradation	ALDH9A1	1
Synthesis and degradation of ketone bodies	HMGCS1	1
Synthesis and degradation of ketone bodies	HMGCS2	1
Synthesis and degradation of ketone bodies	HMGCL	1
Synthesis and degradation of ketone bodies	HMGCLL1	1
Synthesis and degradation of ketone bodies	OXCT1	1
Synthesis and degradation of ketone bodies	OXCT2	1
Synthesis and degradation of ketone bodies	ACAT2	1
Synthesis and degradation of ketone bodies	ACAT1	1
Synthesis and degradation of ketone bodies	BDH1	1
Synthesis and degradation of ketone bodies	BDH2	1
Steroid biosynthesis	FAR2	1
Steroid biosynthesis	FAR1	1
Steroid biosynthesis	FDFT1	1
Steroid biosynthesis	SQLE	1
Steroid biosynthesis	LSS	1
Steroid biosynthesis	CYP51A1	1
Steroid biosynthesis	TM7SF2	1
Steroid biosynthesis	LBR	1
Steroid biosynthesis	MSMO1	1
Steroid biosynthesis	NSDHL	1
Steroid biosynthesis	HSD17B7	1
Steroid biosynthesis	EBP	1
Steroid biosynthesis	DHCR24	1
Steroid biosynthesis	SC5D	1
Steroid biosynthesis	DHCR7	1
Steroid biosynthesis	LIPA	1
Steroid biosynthesis	CEL	1
Steroid biosynthesis	SOAT2	1
Steroid biosynthesis	SOAT1	1
Steroid biosynthesis	CYP2R1	1
Steroid biosynthesis	CYP27B1	1
Steroid biosynthesis	CYP24A1	1
Primary bile acid biosynthesis	CYP46A1	1
Primary bile acid biosynthesis	CYP39A1	1
Primary bile acid biosynthesis	HSD3B7	1
Primary bile acid biosynthesis	CH25H	1
Primary bile acid biosynthesis	CYP7B1	1
Primary bile acid biosynthesis	CYP7A1	1
Primary bile acid biosynthesis	CYP27A1	1
Primary bile acid biosynthesis	CYP8B1	1
Primary bile acid biosynthesis	AKR1D1	1
Primary bile acid biosynthesis	AKR1C4	1
Primary bile acid biosynthesis	SLC27A5	1
Primary bile acid biosynthesis	AMACR	1
Primary bile acid biosynthesis	ACOX2	1
Primary bile acid biosynthesis	HSD17B4	1
Primary bile acid biosynthesis	SCP2	1
Primary bile acid biosynthesis	ACOT8	1
Primary bile acid biosynthesis	BAAT	1
Steroid hormone biosynthesis	CYP11A1	1
Steroid hormone biosynthesis	CYP17A1	1
Steroid hormone biosynthesis	STS	1
Steroid hormone biosynthesis	SULT2B1	1
Steroid hormone biosynthesis	CYP21A2	1
Steroid hormone biosynthesis	HSD3B1	1
Steroid hormone biosynthesis	HSD3B2	1
Steroid hormone biosynthesis	SRD5A1	1
Steroid hormone biosynthesis	SRD5A2	1
Steroid hormone biosynthesis	SRD5A3	1
Steroid hormone biosynthesis	AKR1C2	1
Steroid hormone biosynthesis	AKR1C3	1
Steroid hormone biosynthesis	CYP11B1	1
Steroid hormone biosynthesis	CYP11B2	1
Steroid hormone biosynthesis	AKR1D1	1
Steroid hormone biosynthesis	AKR1C4	1
Steroid hormone biosynthesis	HSD11B1	1
Steroid hormone biosynthesis	HSD11B1L	1
Steroid hormone biosynthesis	HSD11B2	1
Steroid hormone biosynthesis	AKR1C1	1
Steroid hormone biosynthesis	CYP7B1	1
Steroid hormone biosynthesis	SULT1E1	1
Steroid hormone biosynthesis	HSD17B1	1
Steroid hormone biosynthesis	HSD17B2	1
Steroid hormone biosynthesis	HSD17B6	1
Steroid hormone biosynthesis	HSD17B7	1
Steroid hormone biosynthesis	HSD17B8	1
Steroid hormone biosynthesis	HSD17B12	1
Steroid hormone biosynthesis	DHRS11	1
Steroid hormone biosynthesis	CYP1A1	1
Steroid hormone biosynthesis	CYP1A2	1
Steroid hormone biosynthesis	CYP3A5	1
Steroid hormone biosynthesis	CYP3A7	1
Steroid hormone biosynthesis	CYP3A7-CYP3A51P	1
Steroid hormone biosynthesis	CYP2E1	1
Steroid hormone biosynthesis	CYP3A4	1
Steroid hormone biosynthesis	CYP1B1	1
Steroid hormone biosynthesis	CYP19A1	1
Steroid hormone biosynthesis	CYP7A1	1
Steroid hormone biosynthesis	UGT2A1	1
Steroid hormone biosynthesis	UGT2A3	1
Steroid hormone biosynthesis	UGT2B17	1
Steroid hormone biosynthesis	UGT2B11	1
Steroid hormone biosynthesis	UGT2B28	1
Steroid hormone biosynthesis	UGT1A6	1
Steroid hormone biosynthesis	UGT1A4	1
Steroid hormone biosynthesis	UGT1A1	1
Steroid hormone biosynthesis	UGT1A3	1
Steroid hormone biosynthesis	UGT2B10	1
Steroid hormone biosynthesis	UGT1A9	1
Steroid hormone biosynthesis	UGT2B7	1
Steroid hormone biosynthesis	UGT1A10	1
Steroid hormone biosynthesis	UGT1A8	1
Steroid hormone biosynthesis	UGT1A5	1
Steroid hormone biosynthesis	UGT2B15	1
Steroid hormone biosynthesis	UGT1A7	1
Steroid hormone biosynthesis	UGT2B4	1
Steroid hormone biosynthesis	UGT2A2	1
Steroid hormone biosynthesis	COMT	1
Steroid hormone biosynthesis	LRTOMT	1
Steroid hormone biosynthesis	HSD17B3	1
Glycerolipid metabolism	GLYCTK	1
Glycerolipid metabolism	ALDH2	1
Glycerolipid metabolism	ALDH3A2	1
Glycerolipid metabolism	ALDH1B1	1
Glycerolipid metabolism	ALDH7A1	1
Glycerolipid metabolism	ALDH9A1	1
Glycerolipid metabolism	AKR1B1	1
Glycerolipid metabolism	AKR1B10	1
Glycerolipid metabolism	AKR1A1	1
Glycerolipid metabolism	TKFC	1
Glycerolipid metabolism	GK2	1
Glycerolipid metabolism	GK	1
Glycerolipid metabolism	GPAM	1
Glycerolipid metabolism	GPAT2	1
Glycerolipid metabolism	GPAT4	1
Glycerolipid metabolism	GPAT3	1
Glycerolipid metabolism	AGPAT1	1
Glycerolipid metabolism	AGPAT2	1
Glycerolipid metabolism	AGPAT3	1
Glycerolipid metabolism	AGPAT4	1
Glycerolipid metabolism	AGPAT5	1
Glycerolipid metabolism	LCLAT1	1
Glycerolipid metabolism	MBOAT1	1
Glycerolipid metabolism	MBOAT2	1
Glycerolipid metabolism	PLPP1	1
Glycerolipid metabolism	PLPP3	1
Glycerolipid metabolism	PLPP2	1
Glycerolipid metabolism	LPIN1	1
Glycerolipid metabolism	LPIN3	1
Glycerolipid metabolism	LPIN2	1
Glycerolipid metabolism	PLPP5	1
Glycerolipid metabolism	PLPP4	1
Glycerolipid metabolism	DGKZ	1
Glycerolipid metabolism	DGKD	1
Glycerolipid metabolism	DGKI	1
Glycerolipid metabolism	DGKA	1
Glycerolipid metabolism	DGKE	1
Glycerolipid metabolism	DGKB	1
Glycerolipid metabolism	DGKH	1
Glycerolipid metabolism	DGKG	1
Glycerolipid metabolism	DGKQ	1
Glycerolipid metabolism	DGKK	1
Glycerolipid metabolism	DGAT1	1
Glycerolipid metabolism	DGAT2	1
Glycerolipid metabolism	MOGAT3	1
Glycerolipid metabolism	CEL	1
Glycerolipid metabolism	PNPLA2	1
Glycerolipid metabolism	PNPLA3	1
Glycerolipid metabolism	PNLIP	1
Glycerolipid metabolism	PNLIPRP1	1
Glycerolipid metabolism	PNLIPRP2	1
Glycerolipid metabolism	PNLIPRP3	1
Glycerolipid metabolism	LIPC	1
Glycerolipid metabolism	LIPF	1
Glycerolipid metabolism	LIPG	1
Glycerolipid metabolism	LPL	1
Glycerolipid metabolism	AGK	1
Glycerolipid metabolism	MGLL	1
Glycerolipid metabolism	MOGAT1	1
Glycerolipid metabolism	MOGAT2	1
Glycerolipid metabolism	GLA	1
Glycerophospholipid metabolism	GPD1L	1
Glycerophospholipid metabolism	GPD1	1
Glycerophospholipid metabolism	GPD2	1
Glycerophospholipid metabolism	GPAM	1
Glycerophospholipid metabolism	GPAT2	1
Glycerophospholipid metabolism	GPAT4	1
Glycerophospholipid metabolism	GPAT3	1
Glycerophospholipid metabolism	AGPAT1	1
Glycerophospholipid metabolism	AGPAT2	1
Glycerophospholipid metabolism	AGPAT3	1
Glycerophospholipid metabolism	AGPAT4	1
Glycerophospholipid metabolism	AGPAT5	1
Glycerophospholipid metabolism	LCLAT1	1
Glycerophospholipid metabolism	MBOAT1	1
Glycerophospholipid metabolism	MBOAT2	1
Glycerophospholipid metabolism	GNPAT	1
Glycerophospholipid metabolism	ADPRM	1
Glycerophospholipid metabolism	PLPP1	1
Glycerophospholipid metabolism	PLPP3	1
Glycerophospholipid metabolism	PLPP2	1
Glycerophospholipid metabolism	LPIN1	1
Glycerophospholipid metabolism	LPIN3	1
Glycerophospholipid metabolism	LPIN2	1
Glycerophospholipid metabolism	PLPP5	1
Glycerophospholipid metabolism	PLPP4	1
Glycerophospholipid metabolism	DGKZ	1
Glycerophospholipid metabolism	DGKD	1
Glycerophospholipid metabolism	DGKI	1
Glycerophospholipid metabolism	DGKA	1
Glycerophospholipid metabolism	DGKE	1
Glycerophospholipid metabolism	DGKB	1
Glycerophospholipid metabolism	DGKH	1
Glycerophospholipid metabolism	DGKG	1
Glycerophospholipid metabolism	DGKQ	1
Glycerophospholipid metabolism	DGKK	1
Glycerophospholipid metabolism	CHPT1	1
Glycerophospholipid metabolism	CEPT1	1
Glycerophospholipid metabolism	PLD1	1
Glycerophospholipid metabolism	PLD2	1
Glycerophospholipid metabolism	PLD3	1
Glycerophospholipid metabolism	PLD4	1
Glycerophospholipid metabolism	LCAT	1
Glycerophospholipid metabolism	PLA2G10	1
Glycerophospholipid metabolism	PLA2G2D	1
Glycerophospholipid metabolism	PLA2G2E	1
Glycerophospholipid metabolism	PLA2G3	1
Glycerophospholipid metabolism	PLA2G2F	1
Glycerophospholipid metabolism	PLA2G12A	1
Glycerophospholipid metabolism	PLA2G12B	1
Glycerophospholipid metabolism	PLA2G1B	1
Glycerophospholipid metabolism	PLA2G5	1
Glycerophospholipid metabolism	PLA2G2A	1
Glycerophospholipid metabolism	PLA2G2C	1
Glycerophospholipid metabolism	PLA2G4E	1
Glycerophospholipid metabolism	PLA2G4A	1
Glycerophospholipid metabolism	JMJD7-PLA2G4B	1
Glycerophospholipid metabolism	PLA2G4B	1
Glycerophospholipid metabolism	PLA2G4C	1
Glycerophospholipid metabolism	PLA2G4D	1
Glycerophospholipid metabolism	PLA2G4F	1
Glycerophospholipid metabolism	PLA2G6	1
Glycerophospholipid metabolism	PLB1	1
Glycerophospholipid metabolism	PLAAT3	1
Glycerophospholipid metabolism	LPCAT2	1
Glycerophospholipid metabolism	LPCAT1	1
Glycerophospholipid metabolism	LPCAT4	1
Glycerophospholipid metabolism	LPCAT3	1
Glycerophospholipid metabolism	LYPLA1	1
Glycerophospholipid metabolism	PLA2G15	1
Glycerophospholipid metabolism	LYPLA2	1
Glycerophospholipid metabolism	PNPLA6	1
Glycerophospholipid metabolism	PNPLA7	1
Glycerophospholipid metabolism	GPCPD1	1
Glycerophospholipid metabolism	CHAT	1
Glycerophospholipid metabolism	ACHE	1
Glycerophospholipid metabolism	CHKA	1
Glycerophospholipid metabolism	CHKB	1
Glycerophospholipid metabolism	PHOSPHO1	1
Glycerophospholipid metabolism	PCYT1B	1
Glycerophospholipid metabolism	PCYT1A	1
Glycerophospholipid metabolism	SELENOI	1
Glycerophospholipid metabolism	ETNK1	1
Glycerophospholipid metabolism	ETNK2	1
Glycerophospholipid metabolism	PCYT2	1
Glycerophospholipid metabolism	ETNPPL	1
Glycerophospholipid metabolism	PEMT	1
Glycerophospholipid metabolism	CDS1	1
Glycerophospholipid metabolism	CDS2	1
Glycerophospholipid metabolism	PLA1A	1
Glycerophospholipid metabolism	PTDSS1	1
Glycerophospholipid metabolism	PTDSS2	1
Glycerophospholipid metabolism	PISD	1
Glycerophospholipid metabolism	PGS1	1
Glycerophospholipid metabolism	CRLS1	1
Glycerophospholipid metabolism	TAZ	1
Glycerophospholipid metabolism	LPGAT1	1
Glycerophospholipid metabolism	CDIPT	1
Glycerophospholipid metabolism	MBOAT7	1
Ether lipid metabolism	AGPS	1
Ether lipid metabolism	PLPP1	1
Ether lipid metabolism	PLPP3	1
Ether lipid metabolism	PLPP2	1
Ether lipid metabolism	SELENOI	1
Ether lipid metabolism	CHPT1	1
Ether lipid metabolism	CEPT1	1
Ether lipid metabolism	PEDS1	1
Ether lipid metabolism	PEDS1-UBE2V1	1
Ether lipid metabolism	PLA2G10	1
Ether lipid metabolism	PLA2G2D	1
Ether lipid metabolism	PLA2G2E	1
Ether lipid metabolism	PLA2G3	1
Ether lipid metabolism	PLA2G2F	1
Ether lipid metabolism	PLA2G12A	1
Ether lipid metabolism	PLA2G12B	1
Ether lipid metabolism	PLA2G1B	1
Ether lipid metabolism	PLA2G5	1
Ether lipid metabolism	PLA2G2A	1
Ether lipid metabolism	PLA2G2C	1
Ether lipid metabolism	PLA2G4E	1
Ether lipid metabolism	PLA2G4A	1
Ether lipid metabolism	JMJD7-PLA2G4B	1
Ether lipid metabolism	PLA2G4B	1
Ether lipid metabolism	PLA2G4C	1
Ether lipid metabolism	PLA2G4D	1
Ether lipid metabolism	PLA2G4F	1
Ether lipid metabolism	PLA2G6	1
Ether lipid metabolism	PLB1	1
Ether lipid metabolism	PLAAT3	1
Ether lipid metabolism	LPCAT4	1
Ether lipid metabolism	ENPP6	1
Ether lipid metabolism	ENPP2	1
Ether lipid metabolism	GDPD3	1
Ether lipid metabolism	GDPD1	1
Ether lipid metabolism	TMEM86B	1
Ether lipid metabolism	PLD1	1
Ether lipid metabolism	PLD2	1
Ether lipid metabolism	PLD3	1
Ether lipid metabolism	PLD4	1
Ether lipid metabolism	UGT8	1
Ether lipid metabolism	GAL3ST1	1
Ether lipid metabolism	LPCAT2	1
Ether lipid metabolism	LPCAT1	1
Ether lipid metabolism	PAFAH1B1	1
Ether lipid metabolism	PAFAH1B2	1
Ether lipid metabolism	PAFAH1B3	1
Ether lipid metabolism	PLA2G7	1
Ether lipid metabolism	PAFAH2	1
Sphingolipid metabolism	SPTLC1	1
Sphingolipid metabolism	SPTLC2	1
Sphingolipid metabolism	SPTLC3	1
Sphingolipid metabolism	KDSR	1
Sphingolipid metabolism	CERS1	1
Sphingolipid metabolism	CERS2	1
Sphingolipid metabolism	CERS4	1
Sphingolipid metabolism	CERS3	1
Sphingolipid metabolism	CERS6	1
Sphingolipid metabolism	CERS5	1
Sphingolipid metabolism	ASAH1	1
Sphingolipid metabolism	ASAH2	1
Sphingolipid metabolism	ACER2	1
Sphingolipid metabolism	ACER1	1
Sphingolipid metabolism	ACER3	1
Sphingolipid metabolism	DEGS1	1
Sphingolipid metabolism	DEGS2	1
Sphingolipid metabolism	SGMS1	1
Sphingolipid metabolism	SGMS2	1
Sphingolipid metabolism	SMPD1	1
Sphingolipid metabolism	SMPD2	1
Sphingolipid metabolism	SMPD3	1
Sphingolipid metabolism	SMPD4	1
Sphingolipid metabolism	ENPP7	1
Sphingolipid metabolism	CERK	1
Sphingolipid metabolism	PLPP1	1
Sphingolipid metabolism	PLPP3	1
Sphingolipid metabolism	PLPP2	1
Sphingolipid metabolism	SGPP1	1
Sphingolipid metabolism	SGPP2	1
Sphingolipid metabolism	SPHK1	1
Sphingolipid metabolism	SPHK2	1
Sphingolipid metabolism	SGPL1	1
Sphingolipid metabolism	UGCG	1
Sphingolipid metabolism	GBA	1
Sphingolipid metabolism	GBA2	1
Sphingolipid metabolism	B4GALT6	1
Sphingolipid metabolism	GLB1	1
Sphingolipid metabolism	UGT8	1
Sphingolipid metabolism	GALC	1
Sphingolipid metabolism	GAL3ST1	1
Sphingolipid metabolism	ARSA	1
Sphingolipid metabolism	NEU1	1
Sphingolipid metabolism	NEU3	1
Sphingolipid metabolism	NEU4	1
Sphingolipid metabolism	NEU2	1
Sphingolipid metabolism	GLA	1
Sphingolipid metabolism	PSAP	1
Sphingolipid metabolism	PSAPL1	1
Arachidonic acid metabolism	PLA2G10	1
Arachidonic acid metabolism	PLA2G2D	1
Arachidonic acid metabolism	PLA2G2E	1
Arachidonic acid metabolism	PLA2G3	1
Arachidonic acid metabolism	PLA2G2F	1
Arachidonic acid metabolism	PLA2G12A	1
Arachidonic acid metabolism	PLA2G12B	1
Arachidonic acid metabolism	PLA2G1B	1
Arachidonic acid metabolism	PLA2G5	1
Arachidonic acid metabolism	PLA2G2A	1
Arachidonic acid metabolism	PLA2G2C	1
Arachidonic acid metabolism	PLA2G4E	1
Arachidonic acid metabolism	PLA2G4A	1
Arachidonic acid metabolism	JMJD7-PLA2G4B	1
Arachidonic acid metabolism	PLA2G4B	1
Arachidonic acid metabolism	PLA2G4C	1
Arachidonic acid metabolism	PLA2G4D	1
Arachidonic acid metabolism	PLA2G4F	1
Arachidonic acid metabolism	PLA2G6	1
Arachidonic acid metabolism	PLB1	1
Arachidonic acid metabolism	PLAAT3	1
Arachidonic acid metabolism	PTGS1	1
Arachidonic acid metabolism	PTGS2	1
Arachidonic acid metabolism	PTGES	1
Arachidonic acid metabolism	PTGES2	1
Arachidonic acid metabolism	PTGES3	1
Arachidonic acid metabolism	CBR1	1
Arachidonic acid metabolism	CBR3	1
Arachidonic acid metabolism	PRXL2B	1
Arachidonic acid metabolism	TBXAS1	1
Arachidonic acid metabolism	PTGDS	1
Arachidonic acid metabolism	HPGDS	1
Arachidonic acid metabolism	AKR1C3	1
Arachidonic acid metabolism	PTGIS	1
Arachidonic acid metabolism	ALOX5	1
Arachidonic acid metabolism	LTA4H	1
Arachidonic acid metabolism	CYP4F2	1
Arachidonic acid metabolism	CYP4F3	1
Arachidonic acid metabolism	LTC4S	1
Arachidonic acid metabolism	GGT1	1
Arachidonic acid metabolism	GGT5	1
Arachidonic acid metabolism	GPX6	1
Arachidonic acid metabolism	GPX7	1
Arachidonic acid metabolism	GPX2	1
Arachidonic acid metabolism	GPX3	1
Arachidonic acid metabolism	GPX1	1
Arachidonic acid metabolism	GPX5	1
Arachidonic acid metabolism	GPX8	1
Arachidonic acid metabolism	CYP2E1	1
Arachidonic acid metabolism	CYP2J2	1
